name,address,location,price,cuisine,longitude,latitude,award,greenstar,country,city,is_global_hub,is_native,restaurant_density,star_level,recog_level,is_starred,award_level
Tin Hung,"Shop D, GF, Yan Yee Building, 88 Kin Yip Street, Yuen Long, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese Roast Meats,114.0314235,22.4425128,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,4,0,2,0,2
Tak Kee,"Shop G, 3 Belcher's Street, Western District, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Chiu Chow,114.1322821,22.2855398,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,149,0,2,0,2
Kai Kai (Jordan),"113-115 Parkes Street, Jordan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.1708495,22.3066423,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,196,0,2,0,2
Ho To Tai,"67 Fau Tsoi Street, Yuen Long, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.02933,22.44383,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,4,0,2,0,2
Lau Sum Kee (Fuk Wing Street),"82 Fuk Wing Street, Sham Shui Po, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.1629298,22.3319497,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,63,0,2,0,2
Putien (Causeway Bay),"Shop A, 7F, Lee Theatre Plaza, 99 Percival Street, Causeway Bay, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Fujian,114.18335,22.278337,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,183,0,2,0,2
Mak Man Kee,"51 Parkes Street, Jordan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.1705644,22.3046799,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,197,0,2,0,2
Lucky Indonesia,"46 Tung Ming Street, Kwun Tong, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Indonesian,114.22314,22.31581,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,18,0,2,0,2
Restaurant Litoral (Taipa),"No. 53-57, Block 4, Wai Chin Kok, Rua do Regedor, Taipa, Macau",Macau,2,Macanese,113.5549051,22.1515425,Bib Gourmand,0,Macau,Macau,0,1,46,0,2,0,2
Justindia,"GF, Block AK, Edifício Jardim Fu Tat, 59 Rua De Bruxelas, Macau, Macau",Macau,2,Indian,113.551446,22.189805,Bib Gourmand,0,Macau,Macau,0,0,41,0,2,0,2
Juno,"GF, 88 Wing Lok Street, Sheung Wan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Mediterranean Cuisine,114.15105,22.28649,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,188,0,2,0,2
Eton,"1-2F, European Asian Bank Building, 749 Nathan Road, Mong Kok, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Shun Tak,114.1683101,22.3236603,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,147,0,2,0,2
Tai Wai Dining Room,"98 Chik Fuk Street, Tai Wai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.1788375,22.3743251,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,5,0,2,0,2
Banana Boy,"Shop 18, GF, Shun Fung Building, 5-7 Fung Yau Street North, Yuen Long, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.0337062,22.443693,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,4,0,2,0,2
UTM Educational Restaurant,"Colina de Mong-Há, Macau, Macau",Macau,2,Macanese,113.5476941,22.2071997,Bib Gourmand,1,Macau,Macau,0,1,22,0,2,0,2
Cheong Kei,"68 Rua de Felicidade, Macau, Macau",Macau,1,Noodles,113.53757,22.194918,Bib Gourmand,0,Macau,Macau,0,0,25,0,2,0,2
Takeya,"Shop 1, On Wah Building, 31C1 Tak Man Street, Whampoa Estate, Hung Hom, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Japanese,114.1882405,22.3061551,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,189,0,2,0,2
Kung Wo Beancurd Factory,"118 Pei Ho Street, Sham Shui Po, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.1635554,22.331143,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,63,0,2,0,2
Ju Xing Home,"GF, 416 and 418 Portland Street, Prince Edward, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.167496,22.32556,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,116,0,2,0,2
Kwan Kee Clay Pot Rice (Queen's Road West),"Shop 1, GF, Wo Yick Mansion, 263 Queen's Road West, Sai Ying Pun, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Cantonese,114.143005,22.287043,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,176,0,2,0,2
Tai Wing Wah,"2F, 2-6 On Ning Road, Yuen Long, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.029175,22.446249,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,4,0,2,0,2
Sing Kee,"2F, 1 Lyndhurst Tower, 1 Lyndhurst Terrace, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.15475,22.2826018,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,186,0,2,0,2
Samsen (Wan Chai),"68 Stone Nullah Lane, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Thai,114.1741767,22.2741218,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,180,0,2,0,2
Shek Kee Kitchen,"15-17 Ngan Mok Street, Tin Hau, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.19232,22.283777,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,178,0,2,0,2
Kapok,"60 Rua de Hong Chau, Taipa, Macau",Macau,2,Cantonese,113.555374,22.1614302,Bib Gourmand,0,Macau,Macau,0,1,54,0,2,0,2
Cafe Hunan (Western District),"420-424 Queen's Road West, Western District, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Hunanese,114.1387421,22.2864263,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,166,0,2,0,2
An Choi,"15-17 Mercer Street, Sheung Wan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Vietnamese,114.15184,22.285299,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,186,0,2,0,2
Son Tak Kong,"106A Rua do Mercadores, Macau, Macau",Macau,2,Shun Tak,113.53838,22.19423,Bib Gourmand,0,Macau,Macau,0,0,29,0,2,0,2
Chiuchow Delicacies,"Shop 4, GF, Gain Yu Building, 96 Wharf Road, North Point, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Chiu Chow,114.1977477,22.2922281,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,178,0,2,0,2
Saya,"Shop G701, GF, Square Mile II, 18 Ka Shin Street, Tai Kok Tsui, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Thai,114.1612917,22.320231,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,173,0,2,0,2
Din Tai Fung (Causeway Bay),"Shop G3-G11, GF, 68 Yee Woo Street, Causeway Bay, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Shanghainese,114.1863857,22.2793736,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,182,0,2,0,2
Ah Chun Shandong Dumpling (Prince Edward),"60 Lai Chi Kok Road, Prince Edward, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Dumplings,114.1666817,22.3239663,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,147,0,2,0,2
Heartwarming (Prince Edward),"23 Yu Chau Street, Prince Edward, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.1667597,22.325844,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,114,0,2,0,2
Yuan is Here (Western District),"31 North Street, Western District, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Taiwanese,114.1291658,22.2825025,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,138,0,2,0,2
Din Tai Fung (COD),"SOHO, 2F, City of Dreams, Estrada do Istmo, Cotai, Macau",Macau,2,Shanghainese,113.5603989,22.140643,Bib Gourmand,0,Macau,Macau,0,0,35,0,2,0,2
Chan Seng Kei,"21 Rua Caetano, Coloane, Macau",Macau,2,Cantonese,113.5514554,22.1168061,Bib Gourmand,0,Macau,Macau,0,1,34,0,2,0,2
Lok Kei Noodles (Patane),"1-D Travessa da Saudade, Macau, Macau",Macau,1,Noodles and Congee,113.5372218,22.2011387,Bib Gourmand,0,Macau,Macau,0,0,24,0,2,0,2
Lou Kei,"Shop H&M, GF, Vang Kei Building, 12 Avenida Da Concõrdia N, Macau, Macau",Macau,2,Cantonese,113.5436374,22.2084446,Bib Gourmand,0,Macau,Macau,0,1,22,0,2,0,2
She Wong Leung,"Shop A, GF, 298 Electric Road, North Point, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.194276,22.289986,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,182,0,2,0,2
Wing Lai Yuen,"Shop 102-105, 1F, Gourmet Place, Whampoa Plaza, Site 8, Whampoa Garden, 7 Tak On Street, Hung Hom, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,"Shanghainese, Sichuan",114.1912219,22.3062745,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,187,0,2,0,2
Wang Fu,"168 Wellington Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Dumplings,114.1533136,22.284531,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,186,0,2,0,2
Tai Woo,"9F, Causeway Bay Plaza 2, 463-483 Lockhart Road, Causeway Bay, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.182205,22.2805157,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,184,0,2,0,2
Tim Ho Wan (Sham Shui Po),"9-11 Fuk Wing Street, Sham Shui Po, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Dim Sum,114.1663677,22.3291186,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,69,0,2,0,2
Tasty (Central),"Shop 3016-3018, 3F, IFC Mall, 1 Harbour View Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Noodles and Congee,114.15816,22.285889,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,191,0,2,0,2
Trusty Congee King (Wan Chai),"7 Heard Street, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles and Congee,114.1771157,22.2775458,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,184,0,2,0,2
Tsim Chai Kee (Wellington Street),"98 Wellington Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.1544658,22.2830291,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,186,0,2,0,2
Glorious Cuisine,"31-33 Shek Kip Mei Street, Sham Shui Po, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.1650113,22.329836,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,68,0,2,0,2
Kwan Kee Bamboo Noodles,"Shop E, 1 Wing Lung Street, Cheung Sha Wan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.15815,22.33759,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,57,0,2,0,2
Kau Kee,"21 Gough Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.152509,22.2842716,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,186,0,2,0,2
Sang Kee,"3-4F, Sunshine Plaza, 353 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.1789,22.2795496,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,184,0,2,0,2
Megan's Kitchen,"5F, Lucky Centre, 165-171 Wan Chai Road, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.1770548,22.2768945,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,183,0,2,0,2
Po Kee,"425P Queen's Road West, Western District, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Cantonese Roast Meats,114.1364004,22.2859032,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,161,0,2,0,2
Sister Wah,"Shop A1, 13 Electric Road, Tin Hau, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.191605,22.2833555,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,179,0,2,0,2
Eng Kee Noodle Shop,"GF, 32 High Street, Sai Ying Pun, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Noodles,114.1423904,22.2850988,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,172,0,2,0,2
Dragon Inn,"12 Tsing Ha Lane, Castle Peak Road, Tuen Mun, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Seafood,113.9820092,22.3804027,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,1,0,2,0,2
Shugetsu Ramen (Central),"5 Gough Street, Central, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Ramen,114.1529359,22.284133,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,186,0,2,0,2
Ba Yi,"43 Water Street, Sai Ying Pun, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Xinjiang,114.1390387,22.2853864,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,167,0,2,0,2
Twins Liangpi Limited (Mong Kok),"GF, 99 Hak Po Street, Mong Kok, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.1721304,22.3195906,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,187,0,2,0,2
Yi Jia,"Shop G04, Lime Gala, 393 Shau Kei Wan Road, Shau Kei Wan, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,"Shanghainese, Sichuan",114.2289404,22.2774544,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,28,0,2,0,2
Fisholic (North Point),"Shop 14, GF, Victor Court, 14-28 Wang On Road, North Point, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.1920637,22.2883198,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,182,0,2,0,2
Little Napoli,"6-16 Tai Wong Street East, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Pizza,114.1714626,22.2760356,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,182,0,2,0,2
Ship Kee,"6F, Hopewell Centre, 183 Queen's Road East, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Cantonese,114.171896,22.274976,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,181,0,2,0,2
Din Tai Fung (Tsim Sha Tsui),"Shop 306, 3F, Silvercord, 30 Canton Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",2,Shanghainese,114.1694396,22.2972864,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,1,196,0,2,0,2
Keung Kee,"406 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China","Hong Kong, Hong Kong SAR China",1,Street Food,114.180225,22.279594,Bib Gourmand,0,Hong Kong SAR China,Hong Kong,1,0,184,0,2,0,2
Seokyonanmyunbang,"16 Donggyo-ro 12-gil, Mapo-gu, Seoul, 04029, South Korea","Seoul, South Korea",1,Noodles,126.91231,37.55359,Bib Gourmand,0,South Korea,Seoul,0,1,29,0,2,0,2
Okdol Heyonok,"26-1 Ogeum-ro 36-gil, Songpa-gu, Seoul, 05700, South Korea","Seoul, South Korea",1,Naengmyeon,127.12408,37.50153,Bib Gourmand,0,South Korea,Seoul,0,0,3,0,2,0,2
Gomtang Lab,"10F, Hyundai Department Store, 517 Teheran-ro, Gangnam-gu, Seoul, 06164, South Korea","Seoul, South Korea",1,Gomtang,127.05971,37.50859,Bib Gourmand,0,South Korea,Seoul,0,0,85,0,2,0,2
Jeongjitgan,"6 Bibong-ro, Saha-gu, Busan, 49419, South Korea","Busan, South Korea",1,Dwaeji-gukbap,128.96248,35.09561,Bib Gourmand,0,South Korea,Busan,0,0,0,0,2,0,2
Mipildam,"22 Seongji 3-gil, Mapo-gu, Seoul, 04083, South Korea","Seoul, South Korea",1,Mandu,126.91419,37.54658,Bib Gourmand,0,South Korea,Seoul,0,0,28,0,2,0,2
Hanwolgwan,"10 Gwangan-ro 62 beon-gil, Suyeong-gu, Busan, 48303, South Korea","Busan, South Korea",1,Gomtang,129.11854,35.15469,Bib Gourmand,0,South Korea,Busan,0,0,41,0,2,0,2
Nishimuramen,"4F, 265 Donggyo-ro, Mapo-gu, Seoul, 03983, South Korea","Seoul, South Korea",1,Ramen,126.92526,37.56337,Bib Gourmand,0,South Korea,Seoul,0,0,54,0,2,0,2
Hapjeongok,"2F, 21 Yanghwa-ro 1-gil, Mapo-gu, Seoul, 04026, South Korea","Seoul, South Korea",1,Gomtang,126.91037,37.54944,Bib Gourmand,0,South Korea,Seoul,0,0,28,0,2,0,2
Base is nice,"20 Dohwa 2-gil, Mapo-gu, Seoul, 04171, South Korea","Seoul, South Korea",1,Vegetarian,126.94908,37.53958,Bib Gourmand,0,South Korea,Seoul,0,0,71,0,2,0,2
Jin Jin,"60 World Cup buk-ro 1-gil, Mapo-gu, Seoul, 04031, South Korea","Seoul, South Korea",2,Chinese,126.91324,37.55777,Bib Gourmand,0,South Korea,Seoul,0,0,29,0,2,0,2
Manjok Ohyang Jokbal,"134-7 Seosomun-ro, Jung-gu, Seoul, 04514, South Korea","Seoul, South Korea",1,Jokbal,126.97598,37.56324,Bib Gourmand,0,South Korea,Seoul,0,0,88,0,2,0,2
Yurimmyeon,"139-1 Seosomun-ro, Jung-gu, Seoul, 04515, South Korea","Seoul, South Korea",1,Memil-guksu,126.9761,37.56419,Bib Gourmand,0,South Korea,Seoul,0,0,87,0,2,0,2
Mijin,"#116-2 le Meilleur Jongno town, 19 Jong-ro, Jongno-gu, Seoul, 03157, South Korea","Seoul, South Korea",1,Memil-guksu,126.97985,37.5708,Bib Gourmand,0,South Korea,Seoul,0,0,84,0,2,0,2
Mapo Ok,"312 Tojeong-ro, Mapo-gu, Seoul, 04165, South Korea","Seoul, South Korea",1,Seolleongtang,126.94332,37.53983,Bib Gourmand,0,South Korea,Seoul,0,0,61,0,2,0,2
Oreno Ramen,"16 Dongmak-ro 8-gil, Mapo-gu, Seoul, 04072, South Korea","Seoul, South Korea",1,Ramen,126.91781,37.54725,Bib Gourmand,0,South Korea,Seoul,0,0,30,0,2,0,2
Subaru,"7 Bangbae-jungangno 21-gil, Seocho-gu, Seoul, 06560, South Korea","Seoul, South Korea",1,Soba,126.98611,37.49234,Bib Gourmand,0,South Korea,Seoul,0,0,37,0,2,0,2
Hwanggeum Kongbat,"9 Mapo-daero 16-gil, Mapo-gu, Seoul, 04205, South Korea","Seoul, South Korea",1,Dubu,126.9567,37.5509,Bib Gourmand,0,South Korea,Seoul,0,0,93,0,2,0,2
Hwangsaengga Kalguksu,"78 Bukchon-ro 5-gil, Jongno-gu, Seoul, 03053, South Korea","Seoul, South Korea",1,Kalguksu,126.98065,37.58003,Bib Gourmand,0,South Korea,Seoul,0,0,60,0,2,0,2
Myeongdong Kyoja,"29 Myeongdong 10-gil, Jung-gu, Seoul, 04537, South Korea","Seoul, South Korea",1,Kalguksu,126.984552,37.56347,Bib Gourmand,0,South Korea,Seoul,0,0,84,0,2,0,2
Mandujip,"338 Apgujeong-ro, Gangnam-gu, Seoul, 06018, South Korea","Seoul, South Korea",1,Mandu,127.03898,37.52785,Bib Gourmand,0,South Korea,Seoul,0,0,113,0,2,0,2
Daesungjip,"5 Sajik-ro, Jongno-gu, Seoul, 03029, South Korea","Seoul, South Korea",1,Doganitang,126.96091,37.57269,Bib Gourmand,0,South Korea,Seoul,0,0,76,0,2,0,2
Halmaejip,"1-5 Sajik-ro 12-gil, Jongno-gu, Seoul, 03169, South Korea","Seoul, South Korea",1,Korean,126.9715631,37.5755506,Bib Gourmand,0,South Korea,Seoul,0,1,71,0,2,0,2
Gaeseong Mandu Koong,"11-3 Insadong 10-gil, Jongno-gu, Seoul, 03146, South Korea","Seoul, South Korea",1,Mandu,126.98539,37.57423,Bib Gourmand,0,South Korea,Seoul,0,0,76,0,2,0,2
Samcheongdong Sujebi,"101-1 Samcheong-ro, Jongno-gu, Seoul, 03049, South Korea","Seoul, South Korea",1,Sujebi,126.89189,37.58449,Bib Gourmand,0,South Korea,Seoul,0,0,16,0,2,0,2
Jungin Myeonok,"10 Gukhoe-daero 76-gil, Yeongdeungpo-gu, Seoul, 07238, South Korea","Seoul, South Korea",1,Naengmyeon,126.92167,37.5307,Bib Gourmand,0,South Korea,Seoul,0,0,29,0,2,0,2
Shunsai Kubo,"17 Yangdal-ro 4 beon-gil, Buk-gu, Busan, 46517, South Korea","Busan, South Korea",1,"Unagi / Freshwater Eel, Japanese",129.01472,35.24088,Bib Gourmand,0,South Korea,Busan,0,0,1,0,2,0,2
Hapcheon Gukbapjip,"235 Yongho-ro, Nam-gu, Busan, 48593, South Korea","Busan, South Korea",1,"Dwaeji-gukbap, Korean",129.11127,35.11124,Bib Gourmand,0,South Korea,Busan,0,1,11,0,2,0,2
Bao Haus,"62-9 Seojeon-ro 38 beon-gil, Busanjin-gu, Busan, 47294, South Korea","Busan, South Korea",1,Taiwanese,129.06335,35.15488,Bib Gourmand,0,South Korea,Busan,0,0,19,0,2,0,2
HORAPA,"2F, 37-1 Jahamun-ro, Jongno-gu, Seoul, 03040, South Korea","Seoul, South Korea",1,Thai,126.9711,37.57938,Bib Gourmand,0,South Korea,Seoul,0,0,67,0,2,0,2
Damtaek,"51 Donggyo-ro 12an-gil, Mapo-gu, Seoul, 04029, South Korea","Seoul, South Korea",1,Ramen,126.91512,37.55448,Bib Gourmand,0,South Korea,Seoul,0,0,29,0,2,0,2
ARP,"35 Taejong-ro 99 beon-gil, Yeongdo-gu, Busan, 49035, South Korea","Busan, South Korea",1,Vegan,129.04258,35.09293,Bib Gourmand,0,South Korea,Busan,0,0,3,0,2,0,2
Sarukame,"15 Yeonnam-ro, Mapo-gu, Seoul, 03990, South Korea","Seoul, South Korea",1,Ramen,126.92267,37.56103,Bib Gourmand,0,South Korea,Seoul,0,0,43,0,2,0,2
Jeongmyeon,"88 Neungdong-ro 13-gil, Gwangjin-gu, Seoul, 05012, South Korea","Seoul, South Korea",1,Noodles,127.06866,37.54551,Bib Gourmand,0,South Korea,Seoul,0,1,72,0,2,0,2
Bibijae,"45 Namcheonbada-ro 10 beon-gil, Suyeong-gu, Busan, 48314, South Korea","Busan, South Korea",1,Bibimbap,129.11142,35.14795,Bib Gourmand,0,South Korea,Busan,0,0,37,0,2,0,2
Myeon Seoul,"805 Seolleung-ro, Gangnam-gu, Seoul, 06019, South Korea","Seoul, South Korea",1,Noodles,127.03906,37.52416,Bib Gourmand,0,South Korea,Seoul,0,1,113,0,2,0,2
Ggupdang,"615 Gangnam-daero, Seocho-gu, Seoul, 06524, South Korea","Seoul, South Korea",1,Barbecue,127.0188926,37.5166307,Bib Gourmand,0,South Korea,Seoul,0,0,119,0,2,0,2
Gebangsikdang,"17 Seolleung-ro 131-gil, Gangnam-gu, Seoul, 06060, South Korea","Seoul, South Korea",1,Gejang,127.03942,37.51727,Bib Gourmand,0,South Korea,Seoul,0,0,107,0,2,0,2
Woo Lae Oak,"62-29 Changgyeonggung-ro, Jung-gu, Seoul, 04546, South Korea","Seoul, South Korea",1,Naengmyeon,126.99866,37.56815,Bib Gourmand,0,South Korea,Seoul,0,0,78,0,2,0,2
Geumdwaeji Sikdang,"149 Dasan-ro, Jung-gu, Seoul, 04607, South Korea","Seoul, South Korea",1,Barbecue,127.01165,37.55705,Bib Gourmand,0,South Korea,Seoul,0,0,132,0,2,0,2
Yangyang Memil Makguksu,"10 Donggwang-ro 15-gil, Seocho-gu, Seoul, 06561, South Korea","Seoul, South Korea",1,Memil-guksu,126.98826,37.49247,Bib Gourmand,0,South Korea,Seoul,0,0,41,0,2,0,2
Okdongsik,"44-10 Yanghwa-ro 7-gil, Mapo-gu, Seoul, 04035, South Korea","Seoul, South Korea",1,Dwaeji-gukbap,126.91449,37.55261,Bib Gourmand,0,South Korea,Seoul,0,0,29,0,2,0,2
Pildong Myeonok,"26 Seoae-ro, Jung-gu, Seoul, 04624, South Korea","Seoul, South Korea",1,Naengmyeon,126.99689,37.56035,Bib Gourmand,0,South Korea,Seoul,0,0,88,0,2,0,2
Goobok Mandu,"7 Duteopbawi-ro, Yongsan-gu, Seoul, 04335, South Korea","Seoul, South Korea",1,Dim Sum,126.97318,37.54501,Bib Gourmand,0,South Korea,Seoul,0,0,92,0,2,0,2
Yukjeon Hoekwan,"47 Tojeong-ro 37-gil, Mapo-gu, Seoul, 04155, South Korea","Seoul, South Korea",2,Bulgogi,126.947,37.566,Bib Gourmand,0,South Korea,Seoul,0,0,73,0,2,0,2
Yonggeumok,"41-2 Jahamun-ro, Jongno-gu, Seoul, 03036, South Korea","Seoul, South Korea",1,Chueotang,126.97088,37.57972,Bib Gourmand,0,South Korea,Seoul,0,0,66,0,2,0,2
Buchon Yukhoe,"200-12 Jong-ro, Jongno-gu, Seoul, 03195, South Korea","Seoul, South Korea",1,Yukhoe,126.99991,37.57034,Bib Gourmand,0,South Korea,Seoul,0,0,77,0,2,0,2
A Flower Blossom on the Rice,"3-6 Insadong 16-gil, Jongno-gu, Seoul, 03146, South Korea","Seoul, South Korea",2,Korean,126.98404,37.57535,Bib Gourmand,1,South Korea,Seoul,0,1,73,0,2,0,2
Mattdol,"63 Seongdeokjeong-gil, Seongdong-gu, Seoul, 04775, South Korea","Seoul, South Korea",1,Mexican,127.05065,37.53808,Bib Gourmand,0,South Korea,Seoul,0,0,104,0,2,0,2
Haemok,"8 Gunam-ro 24 beon-gil, Haeundae-gu, Busan, 48094, South Korea","Busan, South Korea",2,Japanese,129.15977,35.16174,Bib Gourmand,0,South Korea,Busan,0,0,37,0,2,0,2
Youhan,"10-5 Daesagwan-ro 5-gil, Yongsan-gu, Seoul, 04400, South Korea","Seoul, South Korea",1,Thai,127.00108,37.53482,Bib Gourmand,0,South Korea,Seoul,0,0,143,0,2,0,2
