name,address,location,price,cuisine,longitude,latitude,award,greenstar,country,city,is_global_hub,is_native,restaurant_density,star_level,recog_level,is_starred,award_level
Ichiu,"2-22 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan","Tokyo, Japan",3,Japanese,139.741058,35.700484,Selected Restaurants,0,Japan,Tokyo,1,1,327,0,1,0,1
UDATSU SUSHI,"2-48-10 Kamimeguro, Meguro-ku, Tokyo, 153-0051, Japan","Tokyo, Japan",3,Sushi,139.6953,35.64197,Selected Restaurants,0,Japan,Tokyo,1,1,250,0,1,0,1
Clos Des Gourmets,"2F, 3-18-4 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan","Tokyo, Japan",2,French,139.720819,35.635275,Selected Restaurants,0,Japan,Tokyo,1,0,251,0,1,0,1
Nogizaka yui,"1-23-12 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",2,Chinese,139.724899,35.666701,Selected Restaurants,0,Japan,Tokyo,1,0,415,0,1,0,1
Sushidokoro Yamato,"3-7-2 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan","Tokyo, Japan",3,Sushi,139.773784,35.667948,Selected Restaurants,0,Japan,Tokyo,1,1,298,0,1,0,1
RISTORANTE Al Porto,"B1F, 3-24-9 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",3,Italian,139.724294,35.658807,Selected Restaurants,0,Japan,Tokyo,1,0,394,0,1,0,1
Sushi Rinda,"2-24-12 Shimomeguro, Meguro-ku, Tokyo, 153-0064, Japan","Tokyo, Japan",4,Sushi,139.710932,35.629476,Selected Restaurants,0,Japan,Tokyo,1,1,231,0,1,0,1
malca,"B1F, 2-27-16 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",3,Italian,139.71702,35.668536,Selected Restaurants,0,Japan,Tokyo,1,0,399,0,1,0,1
Oryori Ichiho,"3F, 1-23-10 Ebisu, Shibuya-ku, Tokyo, 150-0013, Japan","Tokyo, Japan",3,Japanese,139.715927,35.646112,Selected Restaurants,0,Japan,Tokyo,1,1,304,0,1,0,1
Fugu Club miyawaki Bettei,"6-7-7 Tsukiji, Chuo-ku, Tokyo, 104-0045, Japan","Tokyo, Japan",3,Fugu / Pufferfish,139.773644,35.665002,Selected Restaurants,0,Japan,Tokyo,1,1,286,0,1,0,1
Kukuku,"2F, 7-5-11 Roppongi, Minato-ku, Tokyo, 106-0032, Japan","Tokyo, Japan",3,"Creative, Japanese",139.727921,35.664898,Selected Restaurants,0,Japan,Tokyo,1,1,416,0,1,0,1
joujouka,"3-22-7 Toranomon, Minato-ku, Tokyo, 105-0001, Japan","Tokyo, Japan",3,French,139.747586,35.661439,Selected Restaurants,0,Japan,Tokyo,1,0,402,0,1,0,1
KEI Collection PARIS,"49F, Toranomon Hills Station Tower, 2-6-2 Toranomon, Minato-ku, Tokyo, 105-5549, Japan","Tokyo, Japan",3,"French, Contemporary",139.746882,35.667573,Selected Restaurants,0,Japan,Tokyo,1,0,405,0,1,0,1
TRATTORIA SICILIANA Don Ciccio,"1-2-6 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",3,Italian,139.725466,35.672179,Selected Restaurants,0,Japan,Tokyo,1,0,417,0,1,0,1
Ginza Nominokoji Yamagishi,"10F, 7-3-6 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",3,Izakaya,139.760706,35.6703,Selected Restaurants,0,Japan,Tokyo,1,1,378,0,1,0,1
UNE IMMERSION,"1-28-8 Hommachi, Shibuya-ku, Tokyo, 151-0071, Japan","Tokyo, Japan",3,French,139.680159,35.680202,Selected Restaurants,0,Japan,Tokyo,1,0,175,0,1,0,1
Regalo,"B1F, 4-6-2 Yoyogi, Shibuya-ku, Tokyo, 151-0053, Japan","Tokyo, Japan",3,Italian,139.692858,35.678339,Selected Restaurants,0,Japan,Tokyo,1,0,261,0,1,0,1
recte,"2F, 2-17-5 Ebisunishi, Shibuya-ku, Tokyo, 150-0021, Japan","Tokyo, Japan",3,French,139.705947,35.648877,Selected Restaurants,0,Japan,Tokyo,1,0,285,0,1,0,1
Noto Kanazawanosachi Ginza Furuta,"5-10-11 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",2,Japanese,139.765457,35.669887,Selected Restaurants,0,Japan,Tokyo,1,1,354,0,1,0,1
Ristorante HONDA,"2-12-35 Kitaaoyama, Minato-ku, Tokyo, 107-0061, Japan","Tokyo, Japan",3,Italian,139.714502,35.670285,Selected Restaurants,0,Japan,Tokyo,1,0,385,0,1,0,1
cayca,"3F, 3-22-15 Nishihara, Shibuya-ku, Tokyo, 151-0066, Japan","Tokyo, Japan",3,Creative,139.682517,35.670928,Selected Restaurants,0,Japan,Tokyo,1,0,216,0,1,0,1
Haruka Murooka,"1-21-9 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",3,Creative,139.724668,35.667231,Selected Restaurants,0,Japan,Tokyo,1,0,415,0,1,0,1
ESPRIT C. KEI GINZA,"11F, 7-8-17 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",3,"French, Contemporary",139.762323,35.669273,Selected Restaurants,0,Japan,Tokyo,1,0,369,0,1,0,1
ABBESSES,"2F, 1-26-17 Ebisu, Shibuya-ku, Tokyo, 150-0013, Japan","Tokyo, Japan",2,French,139.71557,35.647173,Selected Restaurants,0,Japan,Tokyo,1,0,310,0,1,0,1
Noyashichi,"2-9 Arakicho, Shinjuku-ku, Tokyo, 160-0007, Japan","Tokyo, Japan",3,Chinese,139.722445,35.68856,Selected Restaurants,0,Japan,Tokyo,1,0,383,0,1,0,1
The Pizza Bar on 38th,"38F, Mandarin Oriental Tokyo, 2-1-1 Nihombashimuromachi, Chuo-ku, Tokyo, 103-8328, Japan","Tokyo, Japan",3,Pizza,139.773232,35.687041,Selected Restaurants,0,Japan,Tokyo,1,0,278,0,1,0,1
VERT,"2F, 3-1 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan","Tokyo, Japan",3,Creative,139.740863,35.70194,Selected Restaurants,0,Japan,Tokyo,1,0,299,0,1,0,1
Margotto e Baciare,"4-2-6 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",3,Contemporary,139.723452,35.658091,Selected Restaurants,0,Japan,Tokyo,1,0,385,0,1,0,1
Tempura Taku,"5F, 3-1 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan","Tokyo, Japan",3,Tempura,139.741038,35.702195,Selected Restaurants,0,Japan,Tokyo,1,1,297,0,1,0,1
Le Bouton,"2-15-1 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",2,French,139.720974,35.661667,Selected Restaurants,0,Japan,Tokyo,1,0,399,0,1,0,1
SIGNATURE,"37F, Mandarin Oriental Tokyo, 2-1-1 Nihombashimuromachi, Chuo-ku, Tokyo, 103-8328, Japan","Tokyo, Japan",3,French,139.773157,35.687,Selected Restaurants,0,Japan,Tokyo,1,0,278,0,1,0,1
La Lune,"2-26-16 Higashiazabu, Minato-ku, Tokyo, 106-0044, Japan","Tokyo, Japan",3,French,139.739919,35.656414,Selected Restaurants,0,Japan,Tokyo,1,0,393,0,1,0,1
ALTER EGO,"2-2-32 Kandajimbocho, Chiyoda-ku, Tokyo, 101-0051, Japan","Tokyo, Japan",3,Italian,139.757121,35.696305,Selected Restaurants,0,Japan,Tokyo,1,0,316,0,1,0,1
An Ði,"3-42-12 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan","Tokyo, Japan",3,Vietnamese,139.713897,35.671901,Selected Restaurants,0,Japan,Tokyo,1,0,386,0,1,0,1
Watanabe Ryouri-mise,"1-2-9 Tomioka, Koto-ku, Tokyo, 135-0047, Japan","Tokyo, Japan",2,French,139.796208,35.671116,Selected Restaurants,0,Japan,Tokyo,1,0,166,0,1,0,1
Sushi Miyuki,"1-15-11 Shintomi, Chuo-ku, Tokyo, 104-0041, Japan","Tokyo, Japan",3,Sushi,139.775016,35.672295,Selected Restaurants,0,Japan,Tokyo,1,1,293,0,1,0,1
SAKAKI,"2-12-12 Kyobashi, Chuo-ku, Tokyo, 104-0031, Japan","Tokyo, Japan",2,French,139.771452,35.676031,Selected Restaurants,0,Japan,Tokyo,1,0,318,0,1,0,1
gentil H,"2F, 5-18-17 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan","Tokyo, Japan",3,French,139.723332,35.637152,Selected Restaurants,0,Japan,Tokyo,1,0,267,0,1,0,1
Chez Olivier,"4-1-10 Kudanminami, Chiyoda-ku, Tokyo, 102-0074, Japan","Tokyo, Japan",3,"French, Contemporary",139.741246,35.691517,Selected Restaurants,0,Japan,Tokyo,1,0,360,0,1,0,1
Courage,"2-7-14 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan","Tokyo, Japan",3,French,139.733373,35.655866,Selected Restaurants,0,Japan,Tokyo,1,0,388,0,1,0,1
Jfree,"2F, 2-11-7 Kagurazaka, Shinjuku-ku, Tokyo, 162-0825, Japan","Tokyo, Japan",3,French,139.741948,35.701175,Selected Restaurants,0,Japan,Tokyo,1,0,312,0,1,0,1
Raisan,"5-9-9 Yoyogi, Shibuya-ku, Tokyo, 151-0053, Japan","Tokyo, Japan",3,Japanese,139.687986,35.670912,Selected Restaurants,0,Japan,Tokyo,1,1,254,0,1,0,1
Filemone,"8-12-12 Akasaka, Minato-ku, Tokyo, 107-0052, Japan","Tokyo, Japan",2,Italian,139.73027,35.670177,Selected Restaurants,0,Japan,Tokyo,1,0,421,0,1,0,1
farsi largo!,"B1F, 1-4-3 Nihombashihoncho, Chuo-ku, Tokyo, 103-0023, Japan","Tokyo, Japan",3,Italian,139.775637,35.686248,Selected Restaurants,0,Japan,Tokyo,1,0,264,0,1,0,1
Soan Mitate,"2F, 2-8-12 Azabujuban, Minato-ku, Tokyo, 106-0045, Japan","Tokyo, Japan",3,Soba,139.73423,35.65539,Selected Restaurants,0,Japan,Tokyo,1,1,384,0,1,0,1
Kyoryori Aun,"1-33-6 Tomigaya, Shibuya-ku, Tokyo, 151-0063, Japan","Tokyo, Japan",3,Japanese,139.688158,35.666613,Selected Restaurants,0,Japan,Tokyo,1,1,258,0,1,0,1
ROPPONGI RIAN,"4F, 6-2-6 Roppongi, Minato-ku, Tokyo, 106-0032, Japan","Tokyo, Japan",3,Japanese,139.730759,35.66194,Selected Restaurants,0,Japan,Tokyo,1,1,415,0,1,0,1
Aoyama Ototo,"B1F, 3-1-28 Jingumae, Shibuya-ku, Tokyo, 150-0001, Japan","Tokyo, Japan",2,Japanese,139.714473,35.669894,Selected Restaurants,0,Japan,Tokyo,1,1,385,0,1,0,1
Washoku Ebihara,"19 Iwatocho, Shinjuku-ku, Tokyo, 162-0832, Japan","Tokyo, Japan",3,Japanese,139.737552,35.701574,Selected Restaurants,0,Japan,Tokyo,1,1,309,0,1,0,1
Le temps moelleux,"B1F, 8-13-19 Akasaka, Minato-ku, Tokyo, 107-0052, Japan","Tokyo, Japan",3,French,139.730875,35.669806,Selected Restaurants,0,Japan,Tokyo,1,0,421,0,1,0,1
L'EAU,"B1F, 2-14-14 Minamiaoyama, Minato-ku, Tokyo, 107-0062, Japan","Tokyo, Japan",3,French,139.720212,35.670162,Selected Restaurants,0,Japan,Tokyo,1,0,411,0,1,0,1
Tomidokoro,"6-13-3 Shimbashi, Minato-ku, Tokyo, 105-0004, Japan","Tokyo, Japan",4,Sushi,139.754083,35.661905,Selected Restaurants,0,Japan,Tokyo,1,1,399,0,1,0,1
Ji-Cube,"3-18-10 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",3,Chinese,139.726065,35.659126,Selected Restaurants,0,Japan,Tokyo,1,0,402,0,1,0,1
Piatto Mitsu,"7F, 1-7-12 Motoazabu, Minato-ku, Tokyo, 106-0046, Japan","Tokyo, Japan",3,Italian,139.733513,35.652548,Selected Restaurants,0,Japan,Tokyo,1,0,371,0,1,0,1
Shiomachi,"2F, 1-34-10 Uehara, Shibuya-ku, Tokyo, 151-0064, Japan","Tokyo, Japan",3,Izakaya,139.681984,35.669414,Selected Restaurants,0,Japan,Tokyo,1,1,215,0,1,0,1
Merachi,"1-4-23 Nishiazabu, Minato-ku, Tokyo, 106-0031, Japan","Tokyo, Japan",3,Italian,139.724031,35.661483,Selected Restaurants,0,Japan,Tokyo,1,0,405,0,1,0,1
SOWADO,"1-12-15 Hiro, Shibuya-ku, Tokyo, 150-0012, Japan","Tokyo, Japan",2,Izakaya,139.715191,35.647992,Selected Restaurants,0,Japan,Tokyo,1,1,311,0,1,0,1
Ginza Yondaime TAKAHASHIYA,"4F, 4-12-1 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",2,Unagi / Freshwater Eel,139.767908,35.670174,Selected Restaurants,0,Japan,Tokyo,1,0,352,0,1,0,1
Plaiga TOKYO,"M2F, Nihonseimei Marunouchi Garden Tower, 1-1-3 Marunouchi, Chiyoda-ku, Tokyo, 100-0005, Japan","Tokyo, Japan",3,French,139.762039,35.684325,Selected Restaurants,0,Japan,Tokyo,1,0,350,0,1,0,1
OLD NEPAL,"1-42-11 Gotokuji, Setagaya-ku, Tokyo, 154-0021, Japan","Tokyo, Japan",3,Nepali,139.647786,35.654689,Selected Restaurants,0,Japan,Tokyo,1,0,50,0,1,0,1
CIRPAS,"4-2-7 Shirokanedai, Minato-ku, Tokyo, 108-0071, Japan","Tokyo, Japan",3,"French, Contemporary",139.728182,35.639301,Selected Restaurants,0,Japan,Tokyo,1,0,303,0,1,0,1
Sushi Ikki,"1-5-9 Shibuya, Shibuya-ku, Tokyo, 150-0002, Japan","Tokyo, Japan",3,Sushi,139.705705,35.661023,Selected Restaurants,0,Japan,Tokyo,1,1,292,0,1,0,1
Edomae Shibahama,"2-22-23 Shiba, Minato-ku, Tokyo, 105-0014, Japan","Tokyo, Japan",3,Japanese,139.750523,35.651428,Selected Restaurants,0,Japan,Tokyo,1,1,367,0,1,0,1
a table,"3-1-1 Yushima, Bunkyo-ku, Tokyo, 113-0034, Japan","Tokyo, Japan",3,French,139.767999,35.703002,Selected Restaurants,0,Japan,Tokyo,1,0,240,0,1,0,1
Daikanyama Issai Kassai,"B1F, 2-5 Sarugakucho, Shibuya-ku, Tokyo, 150-0033, Japan","Tokyo, Japan",2,Izakaya,139.704847,35.652969,Selected Restaurants,0,Japan,Tokyo,1,1,287,0,1,0,1
LA BOTTEGAIA,"3-12-15 Ginza, Chuo-ku, Tokyo, 104-0061, Japan","Tokyo, Japan",2,Italian,139.768806,35.670628,Selected Restaurants,0,Japan,Tokyo,1,0,344,0,1,0,1
Spoon Restaurant,"Grotestraat 29, Cuijk, 5431 DH, Netherlands","Cuijk, Netherlands",3,Modern Cuisine,5.8824614,51.7285839,Selected Restaurants,0,Netherlands,Cuijk,0,0,0,0,1,0,1
Ode,"Markt 38, Dokkum, 9101 LS, Netherlands","Dokkum, Netherlands",4,Country cooking,5.9979437,53.3265548,Selected Restaurants,0,Netherlands,Dokkum,0,0,0,0,1,0,1
Cafe de Gaper,"Rapenburg 97, Leiden, 2311 GL, Netherlands","Leiden, Netherlands",2,"International, Modern French",4.4864534,52.1560176,Bib Gourmand,0,Netherlands,Leiden,0,0,10,0,2,0,2
NEV,"Stratumseind 87, Eindhoven, 5611 ER, Netherlands","Eindhoven, Netherlands",2,Turkish,5.4828859,51.4359031,Bib Gourmand,0,Netherlands,Eindhoven,0,0,8,0,2,0,2
Salty Seafood Restaurant,"Grote Markt 3, Zwolle, 8011 LV, Netherlands","Zwolle, Netherlands",3,"Seafood, Modern Cuisine",6.0928987,52.5118832,Selected Restaurants,0,Netherlands,Zwolle,0,0,8,0,1,0,1
Create by Guido Braeken,"Kasteellaan 1, Eijsden, 6245 SB, Netherlands","Eijsden, Netherlands",4,Modern French,5.7062586,50.7961718,2 Stars,0,Netherlands,Eijsden,0,0,6,2,0,1,4
Bistro De Ertepeller,"Slobbengorsweg 149, Papendrecht, 3351 LH, Netherlands","Papendrecht, Netherlands",2,"Creative French, Fusion",4.6766419,51.8228517,Bib Gourmand,0,Netherlands,Papendrecht,0,0,2,0,2,0,2
GEM. by Soenil Bahadoer,"Kasteellaan 1, Gemert, 5421 CB, Netherlands","Gemert, Netherlands",4,Creative,5.6808823,51.5531164,2 Stars,0,Netherlands,Gemert,0,0,1,2,0,1,4
NORRA,"Emmaplein 10, Bilthoven, 3722 AD, Netherlands","Bilthoven, Netherlands",3,French Contemporary,5.2051891,52.1294183,Selected Restaurants,0,Netherlands,Bilthoven,0,0,3,0,1,0,1
Testamatta Ristorante Enoteca,"Overtoom 125H, Amsterdam, 1054 HE, Netherlands","Amsterdam, Netherlands",3,Italian,4.8734332,52.3621203,Selected Restaurants,0,Netherlands,Amsterdam,0,0,68,0,1,0,1
Petite,"Markt 9, Sint-Oedenrode, 5492 AA, Netherlands","Sint-Oedenrode, Netherlands",2,Modern French,5.461105,51.5644,Bib Gourmand,0,Netherlands,Sint-Oedenrode,0,0,3,0,2,0,2
THE CLOUD by Kafer,"Am Olympiapark 1, Munich, 80809, Germany","Munich, Germany",4,"International, Contemporary",11.55652,48.17737,Selected Restaurants,0,Germany,Munich,0,0,47,0,1,0,1
PINK - DAS RESTAURANT,"Talstraße 4, Schwalbach, 66773, Germany","Schwalbach, Germany",3,Modern Cuisine,6.8131635,49.3180508,Selected Restaurants,0,Germany,Schwalbach,0,0,1,0,1,0,1
Anders auf dem Turmberg,"Reichardtstraße 22, Karlsruhe, 76227, Germany","Karlsruhe, Germany",2,Regional Cuisine,8.4855494,48.9968605,Selected Restaurants,0,Germany,Karlsruhe,0,0,1,0,1,0,1
Brasserie Barbara,"Vorderaha 4, Schluchsee, 79859, Germany","Schluchsee, Germany",2,"Farm to table, German",8.1326502,47.8339099,Selected Restaurants,0,Germany,Schluchsee,0,1,2,0,1,0,1
PEYSK,"Westendstraße 73, Frankfurt on the Main, 60308, Germany","Frankfurt on the Main, Germany",2,"International, Seafood",8.6593148,50.1151074,Selected Restaurants,0,Germany,Frankfurt on the Main,0,0,23,0,1,0,1
Grill Royal Hamburg,"Ballindamm 17, Hamburg, 20095, Germany","Hamburg, Germany",3,"Meats and Grills, Seafood",9.9985818,53.5540262,Selected Restaurants,0,Germany,Hamburg,0,0,46,0,1,0,1
Sonne,"Hauptstraße 28, Kirchzarten, 79199, Germany","Kirchzarten, Germany",2,"Farm to table, Seasonal Cuisine",7.9527408,47.9637393,Selected Restaurants,0,Germany,Kirchzarten,0,0,2,0,1,0,1
Mi Nina Lola,"Campos Elíseos, Malaga, 29016, Spain","Malaga, Spain",2,Modern Cuisine,-4.4128263,36.7216926,Selected Restaurants,0,Spain,Malaga,0,0,15,0,1,0,1
Clomada,"Méndez Núñez 12, Malaga, 29007, Spain","Malaga, Spain",2,International,-4.4211,36.7233,Selected Restaurants,0,Spain,Malaga,0,0,15,0,1,0,1
Vituco Gourmet,"Susana Llaneras 18, Alacant, 03001, Spain","Alacant, Spain",1,Peruvian,-0.4861914,38.3450194,Selected Restaurants,0,Spain,Alacant,0,0,16,0,1,0,1
Tetsu,"Marqués de Villamagna 1, Madrid, 28001, Spain","Madrid, Spain",2,"Teppanyaki, Mediterranean Cuisine",-3.68852,40.42933,Selected Restaurants,0,Spain,Madrid,0,1,146,0,1,0,1
Smoix,"Ronda Nord, Ciutadella de Menorca, 07760, Spain","Ciutadella de Menorca, Spain",3,Contemporary,3.867486,40.031179,Selected Restaurants,0,Spain,Ciutadella de Menorca,0,0,0,0,1,0,1
Meloxeira Praia,"Carretera San Vicente Do Mar 1100, O Grove, 36989, Spain","O Grove, Spain",2,"Contemporary, Regional Cuisine",-8.9139995,42.4626851,Selected Restaurants,0,Spain,O Grove,0,0,3,0,1,0,1
San Remo,"Avenida de Brasilia 2, Palencia, 34004, Spain","Palencia, Spain",2,Modern Cuisine,-4.5210515,42.012786,Selected Restaurants,0,Spain,Palencia,0,0,2,0,1,0,1
O Loxe Mareiro,"Aduana 56, Carril, 36613, Spain","Carril, Spain",3,"Seafood, Regional Cuisine",-8.776407,42.613216,Selected Restaurants,0,Spain,Carril,0,0,1,0,1,0,1
Nazario Cano,"Moncayo 20, Moraira, 03724, Spain","Moraira, Spain",4,Modern Cuisine,0.1190431,38.6897869,Selected Restaurants,0,Spain,Moraira,0,0,1,0,1,0,1
Maymanta,"Plaza de Pius XII 4, Barcelona, 08028, Spain","Barcelona, Spain",3,Peruvian,2.1230923,41.3867291,Selected Restaurants,0,Spain,Barcelona,0,0,88,0,1,0,1
L'Antiquari Gastronomic,"Carrer de Neptú 4, Barcelona, 08006, Spain","Barcelona, Spain",3,Creative,2.155188,41.397273,Selected Restaurants,0,Spain,Barcelona,0,0,91,0,1,0,1
Kappou Makoto,"Historiador Juan Torres Fontes 20, Murcia, 30011, Spain","Murcia, Spain",3,Japanese,-1.1193162,37.9746442,Selected Restaurants,0,Spain,Murcia,0,0,10,0,1,0,1
Hika by Roberto Ruiz,"Barrio de Otelarre 40, Villabona, 20150, Spain","Villabona, Spain",3,Traditional Cuisine,-2.0484799,43.1892662,Selected Restaurants,1,Spain,Villabona,0,0,0,0,1,0,1
El Puntido,"Carretera de Navaridas, Páganos, 01309, Spain","Páganos, Spain",3,"Contemporary, Creative",-2.6056565,42.5542076,Selected Restaurants,0,Spain,Páganos,0,0,2,0,1,0,1
Candela,"Plaza de España 29, Mahon, 07701, Spain","Mahon, Spain",2,"Mediterranean Cuisine, Farm to table",4.2650789,39.8890484,Selected Restaurants,0,Spain,Mahon,0,1,3,0,1,0,1
El Brote,"de la Ruda 14, Madrid, 28005, Spain","Madrid, Spain",2,Traditional Cuisine,-3.7082037,40.4106001,Selected Restaurants,0,Spain,Madrid,0,0,130,0,1,0,1
Corsario Madrid,"Tamayo y Baus 1, Madrid, 28004, Spain","Madrid, Spain",2,International,-3.69325,40.4225,Selected Restaurants,0,Spain,Madrid,0,0,146,0,1,0,1
Bruno Oteiza,"Usandizaga 17, Donostia / San Sebastián, 20005, Spain","Donostia / San Sebastián, Spain",4,"Contemporary, Fusion",-1.9768969,43.3238547,Selected Restaurants,0,Spain,Donostia / San Sebastián,0,0,21,0,1,0,1
Alaparte,"Plaza de Arriola 1, Malaga, 29005, Spain","Malaga, Spain",2,"Modern Cuisine, Andalusian",-4.4249422,36.7189334,Selected Restaurants,0,Spain,Malaga,0,1,15,0,1,0,1
Sonnet,"3F, Seolleung-ro 157-gil, Gangnam-gu, Seoul, 06018, South Korea","Seoul, South Korea",2,French Contemporary,127.03704,37.52628,Selected Restaurants,0,South Korea,Seoul,0,0,116,0,1,0,1
Mukjung,"17 Teogye-ro 48-gil, Jung-gu, Seoul, 04619, South Korea","Seoul, South Korea",2,Korean,127.00053,37.56181,Selected Restaurants,0,South Korea,Seoul,0,1,87,0,1,0,1
Chaconne,"1F, Building 102, Yeoksam Hills, 23 Nonhyeon-ro 97-gil, Gangnam-gu, Seoul, 06131, South Korea","Seoul, South Korea",3,French Contemporary,127.03376,37.50274,Selected Restaurants,0,South Korea,Seoul,0,0,105,0,1,0,1
Pyeongyangjip,"21 Geumgok-daero 20beon-gil, Buk-gu, Busan, 46547, South Korea","Busan, South Korea",1,Mandu,129.00586,35.21213,Selected Restaurants,0,South Korea,Busan,0,0,1,0,1,0,1
Ultra bite,"28 Milak-ro 14beon-gil , Suyeong-gu, Busan, 48286, South Korea","Busan, South Korea",1,Contemporary,129.12287,35.15773,Selected Restaurants,0,South Korea,Busan,0,0,38,0,1,0,1
Tooru,"38-1 Dongseong-ro 49 beon-gil, Busanjin-gu, Busan, 47304, South Korea","Busan, South Korea",2,Japanese,129.06638,35.15513,Selected Restaurants,0,South Korea,Busan,0,0,23,0,1,0,1
Oilje,"29 Hangang-daero 62da-gil, Yongsan-gu, Seoul, 04382, South Korea","Seoul, South Korea",1,Korean,126.97473,37.53254,Selected Restaurants,0,South Korea,Seoul,0,1,88,0,1,0,1
Fuje,"2F, 21 Nonhyeon-ro 24-gil, Gangnam-gu, Seoul, 06302, South Korea","Seoul, South Korea",2,Contemporary,127.04473,37.48207,Selected Restaurants,0,South Korea,Seoul,0,0,82,0,1,0,1
I-SANG,"2F, VIVRE Building, 34/3 Lang Suan Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand","Bangkok, Thailand",4,Korean Contemporary,100.5432089,13.7416184,Selected Restaurants,0,Thailand,Bangkok,0,0,137,0,1,0,1
Duet by David Toutain,"7F, The Ritz-Carlton, Bangkok, 189 Witthayu Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand","Bangkok, Thailand",4,Modern Cuisine,100.5456565,13.7283502,Selected Restaurants,0,Thailand,Bangkok,0,0,132,0,1,0,1
Jaidee Shrimp,"222/388 Ruam Mit Phatthana Road, Tha Raeng, Bang Khen, Bangkok, 10220, Thailand","Bangkok, Thailand",2,"Thai, Southern Thai",100.653639,13.8678618,Selected Restaurants,0,Thailand,Bangkok,0,1,0,0,1,0,1
Jek Tod,"3597/49 Chalaem Nimit Road, Bang Khlo, Bang Kho Laem, Bangkok, 10120, Thailand","Bangkok, Thailand",1,Noodles,100.5082679,13.6937539,Selected Restaurants,0,Thailand,Bangkok,0,0,63,0,1,0,1
Foong,"53 Soi Thong Lo 19, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand","Bangkok, Thailand",2,Thai,100.5808529,13.737087,Selected Restaurants,0,Thailand,Bangkok,0,1,76,0,1,0,1
Poondang Kaengron,"24 Mu 2, Pa Bong, Saraphi, Chiang Mai, 50140, Thailand","Chiang Mai, Thailand",2,Thai,99.0527803,18.7525141,Selected Restaurants,0,Thailand,Chiang Mai,0,1,2,0,1,0,1
Laab Ton Yang (San Phi Suea),"199/330 Mu 9, San Phi Suea, Mueang Chiang Mai, Chiang Mai, 50300, Thailand","Chiang Mai, Thailand",1,Northern Thai,99.0034507,18.8333582,Selected Restaurants,0,Thailand,Chiang Mai,0,1,17,0,1,0,1
Nai Khlong Boat Noodles,"40 Soi Ayothaya 4/3, Phai Ling, Phra Nakhon Si Ayutthaya, 13000, Thailand","Phra Nakhon Si Ayutthaya, Thailand",1,Noodles,100.586908,14.3554172,Selected Restaurants,0,Thailand,Phra Nakhon Si Ayutthaya,0,0,17,0,1,0,1
Seifu,"4F, Kissuisen, Bangkok Marriott Hotel The Surawongse, 262 Surawong Road, Si Phraya, Bang Rak, Bangkok, 10500, Thailand","Bangkok, Thailand",4,Japanese,100.521976,13.727803,Selected Restaurants,0,Thailand,Bangkok,0,0,119,0,1,0,1
Rark,"4 Pridiphanomyong 26 Road, Soi Phatthana Wet 3, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand","Bangkok, Thailand",2,Thai,100.6002561,13.7264172,Selected Restaurants,0,Thailand,Bangkok,0,1,42,0,1,0,1
Actinolite,"971 Ossington Ave., Toronto, M6G 3V5, Canada","Toronto, Canada",4,Contemporary,-79.4280354,43.6678966,Selected Restaurants,0,Canada,Toronto,0,0,67,0,1,0,1
LSL,"2066 Avenue Rd. North York, Toronto, M5M 4A6, Canada","Toronto, Canada",4,"French, Japanese",-79.4202803,43.7363745,Selected Restaurants,0,Canada,Toronto,0,0,4,0,1,0,1
Scaramouche,"1 Benvenuto Pl., Toronto, M4V 2L1, Canada","Toronto, Canada",4,French,-79.4001638,43.6817366,Selected Restaurants,0,Canada,Toronto,0,0,69,0,1,0,1
Jacobs & Co. Steakhouse,"81 Bay St., 4th Floor, Toronto, M5J 0E7, Canada","Toronto, Canada",4,"Steakhouse, Contemporary",-79.378213,43.6444328,Selected Restaurants,0,Canada,Toronto,0,0,66,0,1,0,1
